energy_eV,sample_background_counts_fit,ob_background_counts_fit
0.318697702672,547.833915755,588.802698344
0.319921898674,549.816273049,590.685347825
0.321150797113,551.808676631,592.577493676
0.322384416052,553.811101884,594.479113644
0.323622773623,555.823523246,596.390184674
0.32486588803,557.845914191,598.31068291
0.326113777544,559.878247231,600.240583677
0.327366460507,561.920493899,602.179861483
0.328623955333,563.972624746,604.128490006
0.329886280505,566.034609329,606.086442092
0.331153454577,568.106416203,608.053689744
0.332425496175,570.188012914,610.030204115
0.333702423997,572.27936599,612.015955507
0.334984256812,574.38044093,614.010913356
0.33627101346,576.491202203,616.015046232
0.337562712857,578.61161323,618.028321828
0.338859373987,580.741636385,620.050706957
0.340161015911,582.881232983,622.082167541
0.341467657761,585.030363271,624.122668611
0.342779318742,587.188986423,626.172174295
0.344096018134,589.357060532,628.230647812
0.345417775292,591.534542601,630.298051472
0.346744609643,593.721388538,632.374346661
0.34807654069,595.917553147,634.459493843
0.349413588011,598.122990121,636.553452548
0.350755771258,600.337652036,638.656181372
0.35210311016,602.561490344,640.767637965
0.353455624521,604.794455366,642.88777903
0.354813334221,607.036496287,645.016560317
0.356176259217,609.287561147,647.153936615
0.357544419542,611.547596836,649.29986175
0.358917835306,613.816549088,651.454288577
0.360296526697,616.094362478,653.617168978
0.36168051398,618.38098041,655.788453854
0.363069817497,620.676345117,657.968093121
0.364464457669,622.980397653,660.156035708
0.365864454996,625.29307789,662.352229549
0.367269830056,627.614324509,664.55662158
0.368680603506,629.944075,666.769157735
0.370096796083,632.282265654,668.989782941
0.371518428602,634.628831558,671.218441115
0.372945521961,636.983706595,673.45507516
0.374378097135,639.346823436,675.699626961
0.375816175182,641.718113538,677.952037381
0.377259777238,644.097507138,680.212246259
0.378708924525,646.484933253,682.480192403
0.380163638341,648.880319675,684.755813594
0.381623940069,651.283592968,687.039046576
0.383089851175,653.694678464,689.329827056
0.384561393204,656.113500265,691.628089703
0.386038587787,658.539981234,693.933768142
0.387521456637,660.974042998,696.246794957
0.389010021549,663.415605944,698.567101683
0.390504304404,665.86458922,700.894618807
0.392004327166,668.320910728,703.229275767
0.393510111883,670.78448713,705.571000951
0.395021680688,673.255233841,707.919721691
0.3965390558,675.733065032,710.275364267
0.398062259521,678.21789363,712.637853905
0.399591314241,680.709631315,715.007114775
0.401126242435,683.208188521,717.38306999
0.402667066665,685.71347444,719.765641608
0.404213809578,688.225397017,722.154750628
0.40576649391,690.743862956,724.550316997
0.407325142483,693.268777719,726.9522596
0.408889778208,695.800045527,729.360496272
0.410460424081,698.337569364,731.774943789
0.412037103191,700.881250976,734.195517874
0.413619838711,703.430990876,736.622133199
0.415208653907,705.986688347,739.054703382
0.416803572131,708.548241443,741.493140993
0.418404616827,711.115546994,743.937357551
0.420011811529,713.688500608,746.387263532
0.421625179859,716.266996676,748.842768368
0.423244745532,718.850928378,751.303780447
0.424870532355,721.440187683,753.770207121
0.426502564223,724.034665358,756.241954707
0.428140865125,726.634250973,758.718928488
0.429785459143,729.238832902,761.201032719
0.431436370449,731.848298334,763.688170631
0.433093623311,734.462533278,766.180244431
0.434757242087,737.081422567,768.677155312
0.436427251231,739.704849867,771.178803455
0.438103675289,742.332697684,773.685088031
0.439786538903,744.964847371,776.19590721
0.441475866808,747.601179135,778.711158164
0.443171683837,750.241572046,781.230737074
0.444874014914,752.885904046,783.754539135
0.446582885062,755.534051957,786.282458561
0.448298319399,758.18589149,788.814388592
0.45002034314,760.841297254,791.350221502
0.451748981597,763.500142767,793.889848604
0.453484260177,766.162300467,796.433160258
0.455226204388,768.827641719,798.980045876
0.456974839834,771.496036828,801.530393936
0.458730192217,774.167355051,804.084091981
